,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
1720,0.872,0.391,0.0,-9.144,0.0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133.0,4.0,1
1721,0.63,0.804,6.0,-4.183,1.0,0.0363,0.215,0.0,0.253,0.492,123.146,220293.0,4.0,0
1722,0.614,0.318,7.0,-12.695,1.0,0.0478,0.896,0.00239,0.0795,0.112,119.959,180933.0,4.0,4
1723,0.672,0.655,10.0,-5.021,0.0,0.0311,0.0362,0.0,0.117,0.556,134.945,201240.0,4.0,2
1724,0.742,0.882,7.0,-2.862,1.0,0.117,0.0466,0.0,0.206,0.463,102.04,221176.0,4.0,0
1725,0.732,0.75,11.0,-6.366,0.0,0.231,0.00264,0.0,0.109,0.401,155.096,182707.0,4.0,2
1726,0.833,0.434,2.0,-8.795,1.0,0.431,0.0102,0.0219,0.165,0.281,150.062,204600.0,4.0,1
1727,0.762,0.7,9.0,-6.021,0.0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320.0,4.0,2
1728,0.731,0.445,0.0,-8.418,1.0,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,247160.0,4.0,3
1729,0.646,0.741,5.0,-4.973,0.0,0.034,0.0275,0.0,0.312,0.571,123.077,203000.0,4.0,2
1730,0.773,0.819,0.0,-5.946,0.0,0.118,0.428,0.0,0.0679,0.585,92.987,269187.0,4.0,2
1731,0.494,0.681,8.0,-7.582,1.0,0.388,0.0338,0.000192,0.168,0.174,180.332,82728.0,4.0,1
1732,0.555,0.662,11.0,-4.952,0.0,0.0827,0.125,0.0,0.111,0.356,148.128,208733.0,4.0,2
1733,0.516,0.452,1.0,-18.018,0.0,0.0444,0.199,0.949,0.216,0.62,151.34,124200.0,4.0,4
1734,0.799,0.539,1.0,-6.351,1.0,0.0421,0.199,1.66e-05,0.165,0.394,136.948,202547.0,4.0,3
1735,0.618,0.443,2.0,-9.681,1.0,0.0526,0.469,0.0,0.0829,0.167,119.949,198853.0,4.0,4
1736,0.602,0.707,9.0,-4.097,1.0,0.302,0.393,0.0,0.165,0.554,75.087,200187.0,4.0,1
1737,0.608,0.825,8.0,-3.898,1.0,0.0349,0.00283,0.0,0.117,0.49,129.939,131077.0,4.0,0
1738,0.818,0.803,1.0,-4.282,1.0,0.0797,0.034,0.0,0.153,0.632,106.97,225983.0,4.0,0
1739,0.461,0.834,2.0,-4.868,1.0,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,261154.0,4.0,0
1740,0.556,0.538,8.0,-5.408,0.0,0.0382,0.0689,0.0,0.196,0.291,143.95,223347.0,4.0,2
1741,0.599,0.775,1.0,-4.018,0.0,0.0543,0.0217,0.0,0.0678,0.696,129.817,223123.0,4.0,2
1742,0.589,0.731,2.0,-6.343,1.0,0.0868,0.0534,0.0,0.308,0.191,87.908,268867.0,4.0,3
1743,0.584,0.54,1.0,-7.786,0.0,0.0576,0.0895,0.0,0.261,0.195,137.972,220883.0,4.0,2
1744,0.624,0.876,9.0,-3.374,1.0,0.1,0.0735,0.0,0.327,0.781,99.943,170827.0,4.0,0
1745,0.839,0.81,5.0,-5.274,0.0,0.0568,0.501,0.0,0.117,0.814,129.014,209269.0,4.0,2
1746,0.884,0.347,8.0,-8.227,0.0,0.35,0.015,7e-06,0.0871,0.376,75.016,220307.0,4.0,1
1747,0.799,0.436,1.0,-9.975,0.0,0.379,0.283,0.000105,0.0968,0.311,80.028,217566.0,4.0,1
1748,0.534,0.583,2.0,-8.672,1.0,0.0288,0.0262,0.0,0.421,0.145,106.0,231547.0,4.0,3
1749,0.731,0.794,0.0,-5.126,0.0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,220454.0,4.0,2
1750,0.893,0.745,11.0,-3.105,0.0,0.0571,0.0642,0.0,0.0943,0.872,101.018,223413.0,4.0,2
1751,0.522,0.385,0.0,-7.355,1.0,0.0288,0.536,0.0,0.135,0.236,89.792,207520.0,4.0,4
1752,0.69,0.622,5.0,-5.025,0.0,0.0622,0.253,0.0,0.116,0.544,102.04,210091.0,4.0,2
1753,0.664,0.708,8.0,-4.154,1.0,0.0474,0.0337,0.0,0.0841,0.742,103.07,174800.0,4.0,0
1754,0.735,0.425,0.0,-6.648,1.0,0.0464,0.011,0.0,0.055,0.848,85.896,188174.0,4.0,0
1755,0.62,0.574,5.0,-7.788,0.0,0.0479,0.569,0.0,0.19,0.357,100.023,250173.0,4.0,4
1756,0.728,0.415,8.0,-6.852,1.0,0.0639,0.401,0.0,0.0616,0.455,114.145,176320.0,4.0,3
1757,0.491,0.588,1.0,-6.177,1.0,0.0506,0.0281,2.01e-06,0.0906,0.193,113.608,269600.0,4.0,3
1758,0.573,0.781,8.0,-6.406,1.0,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,231907.0,4.0,3
1759,0.886,0.427,6.0,-10.028,1.0,0.145,0.0312,0.00099,0.0906,0.23,108.034,177184.0,4.0,3
1760,0.259,0.437,11.0,-6.589,0.0,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,239000.0,4.0,2
1761,0.708,0.618,2.0,-4.424,1.0,0.0592,0.0204,6.81e-06,0.062,0.265,123.013,186113.0,4.0,3
1762,0.706,0.643,11.0,-6.929,0.0,0.234,0.0242,0.0,0.262,0.885,143.931,203760.0,4.0,2
1763,0.794,0.632,0.0,-6.163,1.0,0.0649,0.142,0.0,0.128,0.355,145.926,291893.0,4.0,3
1764,0.653,0.658,2.0,-6.428,1.0,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,221507.0,4.0,3
1765,0.548,0.704,11.0,-4.838,0.0,0.0777,0.0168,2.25e-05,0.143,0.288,104.666,185040.0,4.0,2
1766,0.759,0.245,6.0,-6.545,1.0,0.138,0.515,0.000154,0.102,0.209,96.992,237507.0,4.0,3
1767,0.791,0.839,11.0,-4.284,1.0,0.266,0.0588,6.26e-05,0.259,0.383,170.113,202636.0,4.0,1
1768,0.681,0.314,8.0,-9.319,1.0,0.0581,0.2,9.82e-06,0.1,0.166,139.992,208120.0,4.0,3
1769,0.926,0.666,11.0,-5.314,1.0,0.244,0.0611,0.0,0.123,0.168,127.079,343150.0,4.0,1
1770,0.573,0.739,0.0,-5.74,1.0,0.129,0.0285,0.0,0.111,0.451,97.085,230240.0,4.0,0
1771,0.522,0.714,2.0,-4.727,0.0,0.0461,0.00257,0.0,0.304,0.357,154.904,242334.0,4.0,2
1772,0.504,0.655,0.0,-8.644,0.0,0.0542,0.604,0.00193,0.364,0.262,99.982,264066.0,4.0,4
1773,0.594,0.721,2.0,-7.812,1.0,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,234653.0,4.0,3
1774,0.497,0.489,11.0,-7.724,0.0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,268187.0,4.0,2
1775,0.926,0.703,11.0,-6.337,0.0,0.103,0.0659,0.0,0.231,0.485,125.022,223713.0,4.0,2
1776,0.674,0.506,6.0,-10.532,1.0,0.0434,0.173,0.0,0.0866,0.183,145.965,259333.0,4.0,3
1777,0.94,0.335,5.0,-10.179,0.0,0.505,0.17,0.0,0.262,0.707,120.04,209640.0,4.0,1
1778,0.723,0.654,0.0,-6.82,1.0,0.298,0.384,0.0,0.384,0.675,149.949,252240.0,4.0,1
1779,0.736,0.795,1.0,-3.299,0.0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,230813.0,4.0,2
1780,0.745,0.593,8.0,-6.35,1.0,0.0524,0.00522,5.06e-06,0.123,0.17,111.001,212027.0,3.0,4
1781,0.655,0.666,5.0,-5.309,1.0,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,181812.0,4.0,3
1782,0.819,0.884,11.0,-3.52,0.0,0.0868,0.358,0.0,0.0778,0.621,97.072,205667.0,4.0,2
1783,0.804,0.886,1.0,-2.512,1.0,0.04,0.0837,0.0,0.266,0.789,144.946,238587.0,4.0,0
1784,0.733,0.71,5.0,-5.849,0.0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600.0,4.0,2
1785,0.748,0.705,4.0,-4.547,0.0,0.485,0.204,0.0,0.246,0.483,189.891,208733.0,4.0,2
1786,0.689,0.808,0.0,-3.28,1.0,0.0572,0.0721,0.0,0.241,0.674,91.012,207680.0,4.0,0
1787,0.838,0.771,1.0,-3.791,1.0,0.244,0.0117,0.0,0.0853,0.405,175.957,245387.0,4.0,1
1788,0.756,0.572,9.0,-7.019,1.0,0.0763,0.0478,0.0,0.0853,0.417,102.986,204400.0,4.0,3
1789,0.562,0.8,0.0,-5.404,1.0,0.112,0.0814,0.0,0.199,0.471,95.029,237733.0,4.0,0
1790,0.743,0.735,8.0,-5.337,1.0,0.0382,0.00389,0.0,0.304,0.631,104.979,189467.0,4.0,0
1791,0.543,0.39,10.0,-7.202,1.0,0.0322,0.489,0.0,0.111,0.303,73.415,230267.0,4.0,4
1792,0.614,0.615,0.0,-6.7,0.0,0.0444,0.054,0.0,0.0921,0.374,95.941,220291.0,4.0,2
1793,0.78,0.575,1.0,-5.628,0.0,0.139,0.106,0.0,0.129,0.273,81.502,222360.0,4.0,2
1794,0.873,0.495,6.0,-5.446,1.0,0.0518,0.199,0.0,0.0805,0.546,106.033,202062.0,4.0,3
1795,0.613,0.681,8.0,-3.089,1.0,0.0778,0.0287,0.0,0.126,0.619,97.621,204664.0,4.0,0
1796,0.699,0.713,9.0,-5.507,0.0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,205920.0,4.0,2
1797,0.292,0.296,4.0,-10.109,0.0,0.0359,0.934,0.0,0.095,0.112,115.046,200186.0,4.0,4
1798,0.791,0.862,9.0,-3.24,0.0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847.0,4.0,2
1799,0.664,0.447,0.0,-8.404,1.0,0.0341,0.577,0.0,0.0968,0.431,90.976,228461.0,4.0,4
1800,0.602,0.658,1.0,-5.947,1.0,0.055,0.0233,5.78e-05,0.229,0.28,145.084,197547.0,4.0,3
1801,0.758,0.452,7.0,-9.21,1.0,0.11,0.0322,8.29e-05,0.583,0.346,77.168,198973.0,4.0,2
1802,0.651,0.833,1.0,-3.356,1.0,0.172,0.0214,0.0,0.14,0.443,155.051,304512.0,4.0,1
1803,0.585,0.52,5.0,-6.136,0.0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147.0,4.0,2
1804,0.566,0.366,7.0,-12.808,1.0,0.028,0.113,0.181,0.155,0.237,129.96,184154.0,4.0,3
1805,0.698,0.633,8.0,-4.946,1.0,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187.0,4.0,0
1806,0.687,0.792,5.0,-2.749,1.0,0.0452,0.191,0.0,0.167,0.671,100.011,214290.0,4.0,0
1807,0.753,0.505,9.0,-7.621,1.0,0.255,0.534,2.58e-06,0.104,0.419,91.972,197437.0,4.0,1
1808,0.921,0.537,9.0,-5.723,0.0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090.0,4.0,2
1809,0.68,0.578,10.0,-5.804,1.0,0.04,0.331,0.0,0.135,0.341,145.038,231267.0,4.0,3
1810,0.704,0.611,2.0,-6.112,1.0,0.0409,0.217,0.0,0.0812,0.22,100.0,189467.0,4.0,3
1811,0.697,0.683,1.0,-2.881,0.0,0.117,0.0372,0.0,0.137,0.603,96.133,186987.0,4.0,2
1812,0.43,0.708,0.0,-7.14,1.0,0.0336,0.0561,0.0,0.704,0.243,75.024,234731.0,4.0,1
1813,0.8,0.585,10.0,-7.343,1.0,0.0924,0.264,0.0,0.153,0.779,126.058,213400.0,4.0,0
1814,0.614,0.917,5.0,-7.279,0.0,0.0541,0.342,0.00202,0.687,0.912,93.523,143985.0,4.0,2
1815,0.753,0.657,7.0,-3.061,1.0,0.0449,0.171,0.0,0.112,0.437,107.01,184732.0,4.0,3
1816,0.52,0.761,4.0,-3.093,1.0,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823.0,4.0,3
1817,0.836,0.544,7.0,-5.975,1.0,0.0943,0.0403,0.0,0.0824,0.51,97.028,217947.0,4.0,3
1818,0.694,0.77,6.0,-5.335,1.0,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560.0,4.0,3
1819,0.912,0.405,7.0,-8.132,1.0,0.157,0.0104,0.0427,0.105,0.428,154.985,238614.0,3.0,4
1820,0.681,0.788,1.0,-4.323,1.0,0.0785,0.0482,0.0,0.0753,0.839,170.019,220117.0,4.0,1
1821,0.729,0.625,4.0,-5.266,1.0,0.0315,0.194,0.00986,0.248,0.261,146.034,183907.0,4.0,3
1822,0.589,0.731,2.0,-6.343,1.0,0.0868,0.0534,0.0,0.308,0.191,87.908,268867.0,4.0,3
1823,0.553,0.586,11.0,-6.319,1.0,0.0362,0.697,0.0,0.0813,0.443,126.684,196373.0,4.0,3
1824,0.816,0.726,5.0,-3.998,0.0,0.129,0.099,0.0,0.372,0.65,136.048,253390.0,4.0,2
1825,0.52,0.538,1.0,-8.109,1.0,0.206,0.367,0.00187,0.119,0.177,141.894,345133.0,4.0,3
1826,0.643,0.714,2.0,-5.504,0.0,0.0486,0.00444,2.85e-06,0.146,0.205,120.027,132417.0,4.0,2
1827,0.782,0.51,4.0,-5.724,0.0,0.0419,0.143,0.0,0.115,0.118,99.993,143375.0,4.0,2
1828,0.626,0.88,9.0,-2.384,0.0,0.0504,0.205,0.0,0.128,0.534,95.079,202621.0,4.0,2
1829,0.669,0.308,11.0,-10.068,1.0,0.029,0.883,0.0,0.0984,0.52,64.934,121887.0,4.0,4
1830,0.685,0.738,8.0,-4.413,1.0,0.0595,0.0695,0.0,0.128,0.8,112.972,167614.0,4.0,0
1831,0.686,0.61,0.0,-7.882,0.0,0.0731,0.0249,1.81e-05,0.123,0.291,105.002,181143.0,4.0,2
1832,0.835,0.626,1.0,-5.833,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,217925.0,4.0,1
1833,0.754,0.805,6.0,-4.249,1.0,0.0752,0.315,0.0,0.203,0.555,93.982,176133.0,4.0,3
1834,0.664,0.708,8.0,-4.154,1.0,0.0474,0.0337,0.0,0.0841,0.742,103.07,174800.0,4.0,0
1835,0.858,0.61,11.0,-4.834,0.0,0.185,0.734,0.000584,0.171,0.419,96.523,255453.0,4.0,4
1836,0.704,0.859,5.0,-4.877,0.0,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289.0,4.0,2
1837,0.817,0.816,2.0,-5.402,1.0,0.269,0.00263,0.0,0.159,0.508,181.982,190288.0,4.0,1
1838,0.842,0.801,8.0,-4.167,0.0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500.0,4.0,2
1839,0.632,0.686,6.0,-7.665,0.0,0.243,0.549,0.0,0.2,0.329,89.949,170770.0,4.0,2
1840,0.845,0.561,1.0,-5.253,0.0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,200853.0,4.0,2
1841,0.643,0.783,10.0,-6.458,1.0,0.0856,0.047,0.0,0.083,0.579,154.084,163870.0,4.0,0
1842,0.675,0.751,0.0,-3.539,1.0,0.0296,0.0604,0.0,0.0893,0.612,118.384,181279.0,4.0,0
1843,0.708,0.648,6.0,-5.626,1.0,0.0449,0.0956,0.0,0.134,0.338,143.955,201707.0,4.0,3
1844,0.477,0.61,11.0,-5.628,0.0,0.144,0.225,0.0,0.107,0.358,79.882,213993.0,4.0,2
1845,0.618,0.837,1.0,-5.338,1.0,0.0304,0.000254,0.000378,0.0618,0.526,121.227,248336.0,4.0,0
1846,0.375,0.574,7.0,-5.305,1.0,0.0315,0.143,0.0,0.11,0.406,132.025,196800.0,3.0,4
1847,0.926,0.666,11.0,-5.314,1.0,0.244,0.0611,0.0,0.123,0.168,127.079,343150.0,4.0,1
1848,0.622,0.712,5.0,-7.321,1.0,0.066,0.0573,0.0,0.13,0.487,140.025,211360.0,4.0,3
1849,0.654,0.798,0.0,-4.084,1.0,0.0451,0.188,0.0,0.15,0.574,92.207,211760.0,4.0,0
1850,0.489,0.581,11.0,-5.731,1.0,0.0281,0.0312,0.0,0.132,0.494,86.016,196747.0,4.0,3
1851,0.918,0.58,10.0,-7.501,1.0,0.322,0.00108,6.12e-05,0.106,0.611,139.977,181415.0,4.0,1
1852,0.637,0.713,0.0,-4.333,1.0,0.0747,0.181,0.000637,0.137,0.243,129.923,226973.0,4.0,3
1853,0.926,0.703,11.0,-6.337,0.0,0.103,0.0659,0.0,0.231,0.485,125.022,223713.0,4.0,2
1854,0.679,0.713,8.0,-6.625,1.0,0.0499,0.0226,0.17,0.239,0.882,173.995,201947.0,4.0,1
1855,0.575,0.571,1.0,-7.906,1.0,0.0439,0.0558,0.0,0.0912,0.449,105.049,197947.0,4.0,3
1856,0.637,0.864,8.0,-4.381,1.0,0.0468,0.484,0.0,0.222,0.706,99.995,214720.0,4.0,0
1857,0.362,0.882,3.0,-3.717,1.0,0.0973,0.0791,0.0,0.15,0.864,199.811,185200.0,4.0,1
1858,0.586,0.624,5.0,-5.946,1.0,0.113,0.0153,1.78e-06,0.133,0.267,68.976,185863.0,4.0,3
1859,0.687,0.785,1.0,-4.65,1.0,0.0333,0.327,0.0,0.203,0.655,106.046,194408.0,4.0,0
1860,0.436,0.386,1.0,-9.064,0.0,0.041,0.874,0.0,0.106,0.673,131.25,118400.0,4.0,4
1861,0.883,0.55,0.0,-7.533,1.0,0.126,0.0245,0.0,0.101,0.364,97.986,232959.0,4.0,3
1862,0.546,0.839,6.0,-5.365,0.0,0.0784,0.00546,0.0,0.382,0.491,77.009,174307.0,4.0,2
1863,0.747,0.834,3.0,-2.867,0.0,0.045,0.374,0.0,0.0586,0.687,128.005,215760.0,4.0,2
1864,0.546,0.822,7.0,-4.483,1.0,0.151,0.0145,0.0,0.742,0.615,150.06,177600.0,4.0,1
1865,0.653,0.718,3.0,-5.232,0.0,0.213,0.00413,0.0,0.0537,0.216,82.034,202805.0,4.0,2
1866,0.601,0.724,6.0,-4.856,1.0,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,207905.0,4.0,0
1867,0.707,0.632,10.0,-7.031,1.0,0.0789,0.103,1.09e-05,0.0841,0.372,97.04,278893.0,4.0,3
1868,0.764,0.711,4.0,-3.818,0.0,0.288,0.175,0.0,0.105,0.774,90.076,112667.0,4.0,2
1869,0.783,0.84,1.0,-3.416,1.0,0.051,0.174,0.0,0.412,0.839,95.001,200480.0,4.0,0
1870,0.722,0.738,9.0,-6.073,0.0,0.247,0.328,1.47e-05,0.198,0.748,198.075,184720.0,4.0,2
1871,0.876,0.519,11.0,-6.531,1.0,0.143,0.202,0.0,0.108,0.158,94.981,175230.0,4.0,3
1872,0.737,0.636,11.0,-4.546,0.0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,222653.0,4.0,2
1873,0.904,0.518,2.0,-5.32,1.0,0.183,0.0305,0.0,0.325,0.188,137.996,303077.0,4.0,3
1874,0.645,0.705,1.0,-5.008,1.0,0.299,0.000813,0.0,0.128,0.376,137.133,229670.0,4.0,1
1875,0.401,0.507,2.0,-7.001,1.0,0.089,0.549,0.0,0.164,0.236,180.159,207720.0,4.0,3
1876,0.792,0.895,1.0,-3.112,0.0,0.0587,0.165,0.0,0.0501,0.793,94.968,201526.0,4.0,2
1877,0.693,0.624,0.0,-7.482,0.0,0.0448,0.299,7.64e-06,0.0955,0.369,105.002,205987.0,4.0,2
1878,0.8,0.545,1.0,-7.002,0.0,0.127,0.00369,0.000461,0.0445,0.294,119.954,269840.0,4.0,2
1879,0.755,0.599,8.0,-5.042,1.0,0.224,0.147,0.0,0.109,0.755,133.123,216632.0,4.0,1
1880,0.899,0.586,11.0,-7.866,0.0,0.343,0.279,0.0,0.0836,0.492,150.002,214467.0,4.0,2
1881,0.856,0.632,6.0,-3.692,0.0,0.074,0.193,0.0,0.0688,0.697,112.009,180493.0,4.0,2
1882,0.82,0.568,6.0,-8.23,0.0,0.411,0.0256,0.0,0.0952,0.535,152.279,210787.0,4.0,2
1883,0.425,0.771,7.0,-4.293,0.0,0.0629,0.0312,0.0,0.165,0.213,142.034,150528.0,4.0,2
1884,0.561,0.779,10.0,-5.107,0.0,0.0531,0.0862,0.0,0.078,0.235,81.965,256064.0,4.0,2
1885,0.788,0.745,11.0,-4.417,0.0,0.0448,0.352,4.56e-05,0.0973,0.79,94.002,190160.0,4.0,2
1886,0.717,0.455,5.0,-8.303,1.0,0.0276,0.0846,0.0,0.11,0.389,127.812,200733.0,4.0,3
1887,0.663,0.577,11.0,-7.518,0.0,0.0531,0.109,0.0,0.12,0.454,89.996,193200.0,4.0,2
1888,0.667,0.741,1.0,-4.099,1.0,0.0378,0.0425,0.0,0.0761,0.422,149.908,204747.0,4.0,0
1889,0.851,0.541,0.0,-6.825,1.0,0.0505,0.568,0.0,0.13,0.448,124.959,235545.0,4.0,3
1890,0.178,0.633,6.0,-28.22,1.0,0.0547,0.936,0.991,0.158,1e-05,50.141,146812.0,4.0,4
1891,0.552,0.76,0.0,-4.706,1.0,0.342,0.0733,0.0,0.0865,0.639,135.702,260000.0,5.0,1
1892,0.713,0.831,1.0,-4.75,0.0,0.15,0.0168,0.0,0.118,0.584,173.948,332301.0,4.0,2
1893,0.745,0.346,1.0,-7.709,1.0,0.331,0.00552,0.0,0.0881,0.112,203.911,237240.0,4.0,1
1894,0.859,0.413,1.0,-7.399,1.0,0.182,0.132,0.0,0.334,0.697,115.035,194230.0,4.0,1
1895,0.627,0.858,7.0,-3.116,1.0,0.0394,0.0288,0.0,0.199,0.399,100.074,194387.0,4.0,0
1896,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,157067.0,4.0,0
1897,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,194088.0,4.0,1
1898,0.866,0.813,11.0,-4.063,0.0,0.0554,0.38,0.0,0.0779,0.969,121.998,199440.0,4.0,2
1899,0.801,0.703,0.0,-4.996,1.0,0.0549,0.308,0.842,0.123,0.662,120.007,214693.0,4.0,4
1900,0.652,0.557,1.0,-5.714,0.0,0.0318,0.74,0.0,0.124,0.483,150.073,169354.0,4.0,4
1901,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661.0,4.0,3
1902,0.292,0.296,4.0,-10.109,0.0,0.0359,0.934,0.0,0.095,0.112,115.046,200186.0,4.0,4
1903,0.651,0.833,1.0,-3.356,1.0,0.172,0.0214,0.0,0.14,0.443,155.051,304512.0,4.0,1
1904,0.492,0.216,5.0,-16.121,1.0,0.0283,0.639,6.53e-05,0.0598,0.145,168.817,258347.0,3.0,4
1905,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,182161.0,4.0,4
1906,0.641,0.559,7.0,-11.132,0.0,0.0355,0.404,0.00402,0.0937,0.523,144.982,202193.0,4.0,4
1907,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,213594.0,4.0,1
1908,0.359,0.543,7.0,-7.582,1.0,0.0919,0.492,1.58e-05,0.118,0.453,68.534,221307.0,4.0,4
1909,0.367,0.111,4.0,-14.084,1.0,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,196077.0,4.0,4
1910,0.829,0.539,11.0,-7.359,0.0,0.208,0.136,1.78e-06,0.103,0.388,99.96,149547.0,4.0,2
1911,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,181027.0,4.0,2
1912,0.488,0.343,4.0,-8.985,1.0,0.0436,0.556,0.0,0.21,0.0978,102.819,206459.0,4.0,4
1913,0.717,0.653,1.0,-5.634,1.0,0.0658,0.229,0.0,0.101,0.412,106.966,207320.0,4.0,3
1914,0.579,0.904,5.0,-2.729,1.0,0.0618,0.193,0.0,0.064,0.681,82.014,190947.0,4.0,0
1915,0.726,0.88,2.0,-4.137,1.0,0.0581,0.072,0.000462,0.0906,0.739,95.037,152773.0,4.0,0
1916,0.68,0.578,10.0,-5.804,1.0,0.04,0.331,0.0,0.135,0.341,145.038,231267.0,4.0,3
1917,0.837,0.636,1.0,-7.643,1.0,0.086,0.0395,0.00125,0.342,0.274,145.972,288624.0,4.0,3
1918,0.745,0.642,7.0,-6.257,0.0,0.287,0.0204,0.0,0.0658,0.226,179.974,131240.0,4.0,2
1919,0.72,0.706,1.0,-4.719,1.0,0.0473,0.0684,0.0,0.166,0.62,133.002,187436.0,4.0,0
1920,0.554,0.498,9.0,-8.866,1.0,0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067.0,4.0,2
1921,0.88,0.751,7.0,-4.258,0.0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606.0,4.0,2
1922,0.742,0.579,0.0,-5.024,1.0,0.202,0.0381,0.0,0.0952,0.502,144.994,258475.0,4.0,1
1923,0.889,0.496,4.0,-6.365,0.0,0.0905,0.259,0.0,0.252,0.544,86.003,180522.0,4.0,2
1924,0.4,0.795,10.0,-3.731,0.0,0.461,0.119,0.0,0.159,0.702,190.097,186107.0,4.0,1
1925,0.593,0.653,5.0,-3.772,1.0,0.0731,0.411,0.0,0.105,0.176,150.036,174840.0,4.0,3
1926,0.737,0.86,8.0,-2.652,0.0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227.0,4.0,2
1927,0.734,0.648,4.0,-5.509,1.0,0.173,0.124,0.0,0.215,0.672,97.984,222640.0,4.0,1
1928,0.682,0.555,7.0,-5.454,1.0,0.228,0.0533,0.0,0.362,0.726,170.015,162205.0,4.0,1
1929,0.772,0.639,1.0,-7.119,1.0,0.467,0.15,0.0,0.0698,0.261,168.112,166560.0,4.0,1
1930,0.688,0.53,11.0,-5.507,1.0,0.0333,0.443,0.0,0.0995,0.162,106.958,205687.0,4.0,3
1931,0.831,0.502,10.0,-4.045,0.0,0.046,0.101,0.0,0.122,0.101,100.541,205427.0,4.0,2
1932,0.677,0.744,10.0,-6.806,0.0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913.0,4.0,2
1933,0.807,0.803,11.0,-4.156,1.0,0.126,0.602,0.00853,0.136,0.706,91.987,258800.0,4.0,0
1934,0.794,0.793,11.0,-4.521,0.0,0.0842,0.0125,0.0,0.0952,0.677,123.941,183290.0,4.0,2
1935,0.824,0.587,6.0,-6.401,0.0,0.0937,0.69,0.000105,0.149,0.514,98.029,209438.0,4.0,4
1936,0.726,0.554,5.0,-5.29,0.0,0.0917,0.0421,0.0,0.106,0.335,169.999,190440.0,4.0,2
1937,0.645,0.862,11.0,-4.761,0.0,0.0845,0.0933,0.0,0.193,0.803,119.947,229773.0,4.0,2
1938,0.427,0.832,6.0,-3.455,1.0,0.34,0.303,0.0,0.142,0.157,85.534,228259.0,4.0,1
1939,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,157067.0,4.0,0
1940,0.61,0.624,2.0,-4.773,1.0,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534.0,4.0,1
1941,0.61,0.725,8.0,-5.131,1.0,0.15,0.367,0.0,0.154,0.291,146.163,201788.0,4.0,3
1942,0.654,0.63,10.0,-4.644,1.0,0.0259,0.153,0.0,0.111,0.43,89.991,167693.0,4.0,3
1943,0.693,0.678,8.0,-7.159,1.0,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,228267.0,4.0,3
1944,0.441,0.839,7.0,-7.534,0.0,0.224,0.173,0.915,0.233,0.9,128.407,135005.0,4.0,4
1945,0.601,0.794,7.0,-5.844,0.0,0.0671,0.00987,1.36e-06,0.418,0.244,114.066,217099.0,4.0,2
1946,0.548,0.735,11.0,-7.572,1.0,0.236,0.173,0.0,0.195,0.498,101.252,162587.0,4.0,1
1947,0.747,0.57,1.0,-6.711,1.0,0.081,0.0642,0.0,0.0832,0.65,133.992,200890.0,4.0,0
